event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UGA6474,2020-12-31,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,Civilians (Uganda),,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Iganga,Kigulu,Nawanyingi,Bunyiro,0.6832,33.4499,1,URN (Uganda),National,"On 31 December 2020, rioters in Bunyiro village (Bugweri, Iganga) lynched a man for attempted theft.",1,crowd size=no report,1719274346
UGA6475,2020-12-31,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Lira,Lira,Ojwina Division,Lira,2.2426,32.8913,1,Daily Monitor (Uganda),National,"On 31 December 2020, police fired teargas to disperse FDC supporters while the presidential candidate Amuriat was in Lira town (Lira, Lira district), en-route to Kitgum and Gulu.",0,,1736846020
UGA6472,2020-12-30,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Soroti,Soroti,Soroti,Soroti,1.6856,33.6164,1,New Vision (Uganda),National,"On 30 December 2020, police forces dispersed FDC supporters with pepper spray and teargas and prevented them from holding a rally in Soroti (Soroti, Soroti).",0,,1667868637
UGA6625,2020-12-30,2020,2,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform; Labor Group (Uganda); Prisoners (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kalangala,Bujumba,Mugoye,Kalangala,-0.3089,32.225,1,Independent (Uganda),National,"Around 30 December 2020 (as reported), police arrested a mechanic in Kalangala (Bujumba, Kalangala) who was reportedly working on NUP's Bobi Wine (alias of Robert Kyagulanyi) damaged campaign cars, and tortured him for several days while in detention.",0,,1667868637
UGA6471,2020-12-30,2020,1,Strategic developments,Strategic developments,Arrests,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform; Journalists (Uganda),Civilians,State forces-Civilians,,800,Eastern Africa,Uganda,Kalangala,Bujumba,Mugoye,Kalangala,-0.3089,32.225,3,New Vision (Uganda); Daily Monitor (Uganda); Chimp Reports,National,"Arrests: On 30 December 2020, police arrested 126 suspected members of the National Unity Platform party in Kalangala district on charges of having 'formed part of the violent mobile teams from Kampala', referring to the deadly riots in November 2020. According to police, part of NUP candidate Bobi Wine's (the alias of Ssentamu Robert Kyagulanyi) team, as well as journalists, were also arrested for deflating tyres of police vehicles, inciting violence, obstructing police officers on duty, violating the health and safety protocols and various traffic offences. Bobi Wine was reportedly also arrested, however, police only say that he was transferred to another location.",0,,1667868637
UGA6408,2020-12-30,2020,2,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Uganda),Pastoralists (Uganda),Political militia,Civilians (Uganda),Pastoralists (Uganda),Civilians,Political militia-Civilians,,800,Eastern Africa,Uganda,Otuke,Otuke,Ogwette,Otuke,2.4445,33.5053,2,URN (Uganda),National,"Looting: Around 30 December 2020 (week of), cattle rustlers raided 34 cattle that were being grazed by children in Alir parish, coded to Otuke (Otuke, Otuke).",0,,1715042114
UGA6469,2020-12-29,2020,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,Political militia,Civilians (Uganda),,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Kawempe Division,Kawempe,0.3781,32.5577,1,Bukedde Online,Subnational,"Around 29 December 2020 (as reported), men from South Sudan kidnapped four Ugandans based in Kawempe (Kampala, Kampala) and demanded ransom for their freedom. One Ugandan was hit in the head with a hammer and died.",1,,1710202865
UGA6470,2020-12-29,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),Labor Group (Uganda),Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Kawempe Division,Wandegeya,0.3311,32.5741,1,Bukedde Online,Subnational,"Around 29 December 2020 (as reported), traders working at a chicken coop in Wandegeya cathedral, Kampala, protested against the police crackdown on some of their relatives.",0,crowd size=no report,1710202865
UGA6407,2020-12-29,2020,2,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),Labor Group (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Kawempe Division,Bwaise,0.3508,32.5669,1,Daily Monitor (Uganda),National,"Around 29 December 2020 (as reported), security forces shot dead a boxing coach in Bugalani Zone, Bwaise (Kaampala Capital City, Kampala). The coach was associated with a boxer who was also injured in another attack. They had arranged to meet President Museveni.",1,,1715641940
UGA6541,2020-12-29,2020,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),Labor Group (Uganda),Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Wakiso,Busiro,Wakiso Town Council,Wakiso,0.4044,32.4594,1,All Africa,Regional,"On 29 December 2020, a boxer was kidnapped in Wakiso (Wakiso Town Council, Busiro) by unidentified armed men. He was tortured and asked about the plans of Bobi Wine, the candidate for presidency.",0,,1740447662
UGA6464,2020-12-28,2020,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Uganda),Pastoralists (Uganda),Political militia,Civilians (Uganda),Pastoralists (Uganda),Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Agago,Agago,Lapono,Amyel,2.9391,33.4729,1,URN (Uganda),National,"On 28 December 2020, a herdsman was injured during a cattle rustle attack in Amyel village, Lapono Sub County (Agago, Agago).",0,,1667868637
UGA6466,2020-12-28,2020,2,Political violence,Riots,Mob violence,Rioters (Uganda),FDC: Forum for Democratic Change,Rioters,Rioters (Uganda),FDC: Forum for Democratic Change,Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Mpigi,Mawokota,Buwama,Buwama,0.0646,32.1083,1,URN (Uganda),National,"Around 28 December 2020 (as reported), three people were injured in clashes between FDC supporters and rival supporters from FDC supporters in the Jalia City in Buwama town council (Mawokota, Mpigi).",0,crowd size=no report,1667868637
UGA6465,2020-12-28,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Bugiri,Bugiri,Western Division,Bugiri,0.5714,33.7417,1,Daily Monitor (Uganda),National,"On 28 December 2020, the FDC presidential candidate was hospitalized after being pepper sprayed by police in Bugiri town (Bugiri, Bugiri).",0,,1667943765
UGA6467,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),Journalists (Uganda),Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kampala,0.3156,32.5656,2,Chimp Reports,National,"On 28 December 2020, journalists protested during a security press briefing at Uganda Media Centre, coded to Kampala, against the violence they face while covering opposition candidates' campaigns.",0,crowd size=no report,1719274346
UGA6468,2020-12-28,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mbale,Mbale,Northern Division,Mbale,1.0806,34.175,3,Chimp Reports,National,"On 28 December 2020, FDC presidential candidate Amuriat and his supporters were pepper sprayed at Buwayo village, coded to Mbale, by a police officer after he declined to use an alternative route to Mbale district. He was then subsequently hospitalized.",0,,1739238852
UGA6463,2020-12-27,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),Journalists (Uganda); NUP: National Unity Platform,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Lwengo,Bukoto,Lwengo,Lwengo,-0.4161,31.4081,2,AFP; Chimp Reports; AP,National-International,"On 27 December 2020, police clashed with NUP supporters during an election rally near Lwengo (Bukoto, Lwengo) leaving a journalist covering the rally hospitalised after being injured by a teargas canister as well as two cameramen. NUP candidate Bobi Wine (the alias of Ssentamu Robert Kyagulanyi) also said that a member of his security team was killed by a police vehicle when he was trying to help the journalist.",1,,1667868637
UGA6462,2020-12-27,2020,1,Strategic developments,Strategic developments,Arrests,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,State forces-Civilians,,800,Eastern Africa,Uganda,Jinja,Jinja,Central Division,Jinja,0.4389,33.2031,1,New Vision (Uganda),National,"Arrests: On 27 December 2020, police forces arrested FDC candidate Patrick Amuriat Oboi at Buwolero, at the border of Jinja (coded to Jinja (Jinja, Jinja)) to prevent him from heading to Buwenge, Jinja District.",0,,1667943765
UGA6461,2020-12-26,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kyotera,Kyotera,Kyotera Town Council,Kyotera,-0.631,31.5445,1,Daily Monitor (Uganda),National,"On 26 December 2020, soldiers shot in the direction of NUP presidential candidate Bobi Wine (alias of Robert Kyagulanyi), and deflated his car at Kabira Kifuuta in Kyotera district, coded to Kyotera (Kyotera, Kyotera).",0,,1667868637
UGA6459,2020-12-26,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),Women (Uganda),Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kikuube,Buhaguzi,Kyangwali,Bugoma,1.1981,30.9353,1,New Vision (Uganda),National,"Around 26 December 2020 (as reported), women protested the destruction of Bugoma Forest to make way for sugarcane growing in Bugoma (Buhaguzi, Hoima).",0,crowd size=no report,1667868637
UGA6460,2020-12-26,2020,1,Political violence,Battles,Armed clash,Turkana Ethnic Militia (Kenya),,Identity militia,Military Forces of Uganda (1986-),,State forces,State forces-Identity militia,,800,Eastern Africa,Uganda,Karenga,Dodoth,Karenga Town Council,Karenga,3.5339,33.7211,1,URN (Uganda),National,"On 26 December 2020, Turkana fighters from Kenya clashed with military forces in Karenga (Dodoth, Kaabong) over cattle theft. No fatalities and/or injuries reported.",0,,1667868637
UGA6456,2020-12-24,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),FDC: Forum for Democratic Change,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Lyantonde,Kabula,Lyantonde Town Council,Lyantonde,-0.4031,31.1572,1,Daily Monitor (Uganda),National,"On 24 December 2020, police dispersed FDC presidential candidate Amuriat's supporters in Lyantonde town (Kabula, Lyantonde) with teargas.",0,,1667868637
UGA6457,2020-12-24,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform; NRM: National Resistance Movement,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Gomba,Gomba,Maddu,Maddu,0.2222,31.6447,1,URN (Uganda),National,"On 24 December 2020, police forces fired tear gas, water cannons and live bullets at NUP presidential candidate Bobi Wine (alias Robert Kyagulanyi Ssentamu) supporters in Maddu (Gomba, Gomba).",0,,1667868637
UGA6454,2020-12-24,2020,2,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,Civilians (Uganda),,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kakumiro,Bugangaizi,Kakumiro Town Council,Kakumiro,0.7806,31.3236,3,URN (Uganda),National,"Around 24 December 2020 (as reported), rioters killed three suspected cattle thieves in Birembo village, Birembo subcounty of Kakumiro district, coded to Kakumiro.",3,crowd size=no report,1688565946
UGA6455,2020-12-24,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Uganda),,Political militia,Military Forces of Uganda (1986-),,State forces,State forces-Political militia,,800,Eastern Africa,Uganda,Lwengo,Bukoto,Lwengo,Kyalutwaka,-0.3442,31.4476,1,New Vision (Uganda),National,"On 24 December 2020, unknown assailants attacked the home of the Lwengo district chairman and shot and injured his bodyguard, a soldier, in Kyalutwaka village (Lamwo, Lamwo).",0,local administrators,1712095453
UGA6458,2020-12-24,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Uganda),Pastoralists (Uganda),Political militia,Military Forces of Uganda (1986-),,State forces,State forces-Political militia,,800,Eastern Africa,Uganda,Moroto,Moroto,Northern Division,Moroto,2.5329,34.6575,3,Daily Monitor (Uganda),National,"On 24 December 2020, clashes between cattle rustlers and defence forces in Karamoja sub region, coded to Moroto, left 9 people killed, including a soldier, and three soldiers injured.",9,,1736846020
UGA6453,2020-12-23,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,,,,Rioters only,,800,Eastern Africa,Uganda,Kwania,Kwania,Nambieso,Nabyeso,1.8519,32.7956,2,Daily Monitor (Uganda),National,"On 23 December 2020, residents of Nambieso Sub-county, Apac district, coded to Nabyeso (Nambieso, Apac), have reportedly deflated tyres of vehicles belonging to politicians to force them to repair the flooded sections of one of the roads in the area.",0,crowd size=no report,1667868637
UGA6452,2020-12-23,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mubende,Mubende,Eastern Division,Mubende,0.5585,31.3949,3,Daily Monitor (Uganda),National,"On 23 December 2020, police used teargas and water cannons to disperse NUP candidate Bobi Wine's (the alias of Robert Kyagulanyi) supporters in Mubende District where he was campaigning.",0,,1667943765
